# time_ns rg_A
1.024620492409848254e+02 3.824643662361796004e+01
1.024720494409888261e+02 3.805466949431180268e+01
1.024820496409928268e+02 3.815364214810847443e+01
1.024920498409968275e+02 3.833962426510869648e+01
1.025020500410008282e+02 3.796928590382709956e+01
1.025120502410048289e+02 3.811669319872751771e+01
1.025220504410088296e+02 3.813373178844805977e+01
1.025320506410128303e+02 3.828357118819633342e+01
1.025420508410168310e+02 3.814074930272586528e+01
1.025520510410208317e+02 3.834955316871767650e+01
1.025620512410248324e+02 3.817726136668731129e+01
1.025720514410288331e+02 3.816310652646093615e+01
1.025820516410328196e+02 3.818622963949948712e+01
1.025920518410368203e+02 3.819676606176523848e+01
1.026020520410408210e+02 3.809973741420911608e+01
1.026120522410448217e+02 3.839952397148096708e+01
1.026220524410488224e+02 3.816160914705574214e+01
1.026320526410528231e+02 3.814125865002747418e+01
1.026420528410568238e+02 3.808689949755299153e+01
1.026520530410608245e+02 3.828120362512630237e+01
1.026620532410648252e+02 3.809044764556502827e+01
1.026720534410688259e+02 3.824579763639069085e+01
1.026820536410728266e+02 3.823954655329696806e+01
1.026920538410768273e+02 3.819503969374338226e+01
1.027020540410808280e+02 3.817486102951069427e+01
1.027120542410848287e+02 3.810649526510312057e+01
1.027220544410888294e+02 3.830620314354290201e+01
1.027320546410928301e+02 3.824457623583990085e+01
1.027420548410968308e+02 3.810570972356008923e+01
1.027520550411008315e+02 3.821442982921761455e+01
1.027620552411048322e+02 3.837559376077926743e+01
1.027720554411088330e+02 3.810600588482093087e+01
1.027820556411128337e+02 3.826819205891486320e+01
1.027920558411168344e+02 3.816378534506342390e+01
1.028020560411208209e+02 3.820494839533687070e+01
1.028120562411248216e+02 3.820701023755839287e+01
1.028220564411288223e+02 3.827837391051743765e+01
1.028320566411328230e+02 3.823644265835402933e+01
1.028420568411368237e+02 3.820576862938635543e+01
1.028520570411408244e+02 3.832472381530765659e+01
1.028620572411448251e+02 3.807631282190761368e+01
1.028720574411488258e+02 3.833936092493376435e+01
1.028820576411528265e+02 3.837696723818756084e+01
1.028920578411568272e+02 3.805282325534105325e+01
1.029020580411608279e+02 3.833141423458779684e+01
1.029120582411648286e+02 3.825854815900295591e+01
1.029220584411688293e+02 3.838800838396566917e+01
1.029320586411728300e+02 3.815761561145556868e+01
1.029420588411768307e+02 3.826336691963194880e+01
1.029520590411808314e+02 3.821210863365903521e+01
1.029620592411848321e+02 3.821281422621209600e+01
1.029720594411888328e+02 3.817025255120584148e+01
1.029820596411928335e+02 3.826783396128637094e+01
1.029920598411968342e+02 3.838776302965715814e+01
1.030020600412008349e+02 3.819525138775608042e+01
1.030120602412048356e+02 3.828412423102577122e+01
1.030220604412088363e+02 3.831075593252515432e+01
1.030320606412128228e+02 3.820877097474107842e+01
1.030420608412168235e+02 3.830800425888108407e+01
1.030520610412208242e+02 3.829286950844373649e+01
1.030620612412248249e+02 3.823983558067781274e+01
1.030720614412288256e+02 3.829624358373911974e+01
1.030820616412328263e+02 3.823323681487951120e+01
1.030920618412368270e+02 3.829805428000564405e+01
1.031020620412408277e+02 3.829252146838828708e+01
1.031120622412448284e+02 3.837442572649235473e+01
1.031220624412488291e+02 3.818770538777155821e+01
1.031320626412528298e+02 3.836287044314705952e+01
1.031420628412568306e+02 3.822270376525444391e+01
1.031520630412608313e+02 3.810505769772805706e+01
1.031620632412648320e+02 3.835853449837175333e+01
1.031720634412688327e+02 3.806751648253365516e+01
1.031820636412728334e+02 3.826593799634068915e+01
1.031920638412768341e+02 3.816024845788060560e+01
1.032020640412808348e+02 3.822579643555864237e+01
1.032120642412848355e+02 3.820296395916417254e+01
1.032220644412888362e+02 3.818022608348861979e+01
1.032320646412928369e+02 3.810358832178442157e+01
1.032420648412968376e+02 3.809869298642080793e+01
1.032520650413008383e+02 3.840510791688170400e+01
1.032620652413048248e+02 3.831415704556039259e+01
1.032720654413088255e+02 3.822956510609849090e+01
1.032820656413128262e+02 3.827734765489129387e+01
1.032920658413168269e+02 3.812521699859149038e+01
1.033020660413208276e+02 3.818137691127996902e+01
1.033120662413248283e+02 3.798726545485696704e+01
1.033220664413288290e+02 3.814245112909846114e+01
1.033320666413328297e+02 3.809288941920350169e+01
1.033420668413368304e+02 3.810200803780899292e+01
1.033520670413408311e+02 3.815010289812648381e+01
1.033620672413448318e+02 3.832690254191745538e+01
1.033720674413488325e+02 3.828688908281155534e+01
1.033820676413528332e+02 3.821584995743425850e+01
1.033920678413568339e+02 3.837760753847094009e+01
1.034020680413608346e+02 3.820878589076988874e+01
1.034120682413648353e+02 3.810377499902427445e+01
1.034220684413688360e+02 3.830742623272020353e+01
1.034320686413728367e+02 3.807338725756017794e+01
1.034420688413768374e+02 3.824945970062329081e+01
1.034520690413808381e+02 3.816387174520537684e+01
1.034620692413848388e+02 3.840436692785454653e+01
1.034720694413888396e+02 3.810429344430882281e+01
1.034820696413928403e+02 3.824155161716468143e+01
1.034920698413968267e+02 3.818717099383766111e+01
1.035020700414008274e+02 3.820976959882803925e+01
1.035120702414048282e+02 3.817445880955600046e+01
1.035220704414088289e+02 3.815073250220805789e+01
1.035320706414128296e+02 3.834786952129518056e+01
1.035420708414168303e+02 3.820859876809246458e+01
1.035520710414208310e+02 3.825384556244710410e+01
1.035620712414248317e+02 3.824061963665350561e+01
1.035720714414288324e+02 3.812613346027770689e+01
1.035820716414328331e+02 3.827169325443981052e+01
1.035920718414368338e+02 3.808980329195745895e+01
1.036020720414408345e+02 3.816164747261313295e+01
1.036120722414448352e+02 3.838592845525893438e+01
1.036220724414488359e+02 3.808112830250675529e+01
1.036320726414528366e+02 3.824090101270589059e+01
1.036420728414568373e+02 3.830496693088279869e+01
1.036520730414608380e+02 3.825430251002484283e+01
1.036620732414648387e+02 3.827822644337576463e+01
1.036720734414688394e+02 3.832539576398989567e+01
1.036820736414728401e+02 3.812642266599666385e+01
1.036920738414768408e+02 3.830972315305627518e+01
1.037020740414808415e+02 3.812256787670735036e+01
1.037120742414848422e+02 3.837740151374774911e+01
1.037220744414888287e+02 3.819568557715199830e+01
1.037320746414928294e+02 3.816512285433956464e+01
1.037420748414968301e+02 3.840009427766887029e+01
1.037520750415008308e+02 3.822902092487311876e+01
1.037620752415048315e+02 3.820012043280398473e+01
1.037720754415088322e+02 3.831316989378252913e+01
1.037820756415128329e+02 3.824079684168397364e+01
1.037920758415168336e+02 3.822699612057976992e+01
1.038020760415208343e+02 3.821533114474175363e+01
1.038120762415248350e+02 3.823529728891377744e+01
1.038220764415288357e+02 3.827301579666458764e+01
1.038320766415328364e+02 3.831560793442618262e+01
1.038420768415368372e+02 3.802943520572694780e+01
1.038520770415408379e+02 3.835092648066565602e+01
1.038620772415448386e+02 3.822074563122330204e+01
1.038720774415488393e+02 3.839443498663628418e+01
1.038820776415528400e+02 3.819442332015399444e+01
1.038920778415568407e+02 3.814506772952121594e+01
1.039020780415608414e+02 3.823766626994915185e+01
1.039120782415648421e+02 3.812993122285031689e+01
1.039220784415688428e+02 3.822694007481228340e+01
1.039320786415728435e+02 3.813267332650558217e+01
1.039420788415768442e+02 3.847654210615033321e+01
1.039520790415808307e+02 3.820832578732738227e+01
1.039620792415848314e+02 3.816123929897807443e+01
1.039720794415888321e+02 3.822070427941027049e+01
1.039820796415928328e+02 3.822561847754743525e+01
1.039920798415968335e+02 3.822842920146316459e+01
1.040020800416008342e+02 3.825200825967302620e+01
1.040120802416048349e+02 3.817759413679785041e+01
1.040220804416088356e+02 3.824691443850430517e+01
1.040320806416128363e+02 3.823262116551410372e+01
1.040420808416168370e+02 3.826194245330852794e+01
1.040520810416208377e+02 3.819379095221168541e+01
1.040620812416248384e+02 3.816630835764824781e+01
1.040720814416288391e+02 3.807062859992608850e+01
1.040820816416328398e+02 3.821047552379209833e+01
1.040920818416368405e+02 3.802913501529929619e+01
1.041020820416408412e+02 3.826668783184690881e+01
1.041120822416448419e+02 3.808742493113912531e+01
1.041220824416488426e+02 3.829396502988690543e+01
1.041320826416528433e+02 3.835008774720741087e+01
1.041420828416568440e+02 3.827989227413507933e+01
1.041520830416608447e+02 3.816842605752268014e+01
1.041620832416648454e+02 3.845612403141463176e+01
1.041720834416688319e+02 3.822503239304968758e+01
1.041820836416728326e+02 3.820498193883871352e+01
1.041920838416768333e+02 3.818750325233788345e+01
1.042020840416808340e+02 3.832851216554733043e+01
1.042120842416848348e+02 3.814546015767598419e+01
1.042220844416888355e+02 3.814518866793746810e+01
1.042320846416928362e+02 3.820133905701855070e+01
1.042420848416968369e+02 3.835160940181115308e+01
1.042520850417008376e+02 3.818429600975721172e+01
1.042620852417048383e+02 3.819831741412506432e+01
1.042720854417088390e+02 3.823142814764499064e+01
1.042820856417128397e+02 3.803432424852005056e+01
1.042920858417168404e+02 3.819125622059910086e+01
1.043020860417208411e+02 3.829086372866715493e+01
1.043120862417248418e+02 3.813897475178481500e+01
1.043220864417288425e+02 3.837071601945205401e+01
1.043320866417328432e+02 3.823389470085518127e+01
1.043420868417368439e+02 3.826403703301267001e+01
1.043520870417408446e+02 3.824921578520522303e+01
1.043620872417448453e+02 3.831077039398962114e+01
1.043720874417488460e+02 3.818227250249660898e+01
1.043820876417528467e+02 3.822491770037619574e+01
1.043920878417568474e+02 3.818930603671006452e+01
1.044020880417608339e+02 3.815343692263412123e+01
1.044120882417648346e+02 3.814871654596976924e+01
1.044220884417688353e+02 3.821735861468579998e+01
1.044320886417728360e+02 3.839638859836178142e+01
1.044420888417768367e+02 3.832560791386043064e+01
1.044520890417808374e+02 3.805864999491681999e+01
1.044620892417848381e+02 3.831365677947037085e+01
1.044720894417888388e+02 3.835655413957724136e+01
1.044820896417928395e+02 3.824734831621973541e+01
1.044920898417968402e+02 3.823018719804796461e+01
1.045020900418008409e+02 3.812480617023278739e+01
1.045120902418048416e+02 3.816563791821492657e+01
1.045220904418088423e+02 3.815020321347056154e+01
1.045320906418128430e+02 3.816255064249152440e+01
1.045420908418168437e+02 3.822933423635502947e+01
1.045520910418208445e+02 3.813419001263231678e+01
1.045620912418248452e+02 3.824050167368634590e+01
1.045720914418288459e+02 3.832409518872260890e+01
1.045820916418328466e+02 3.825082085153385236e+01
1.045920918418368473e+02 3.815255476299044801e+01
1.046020920418408480e+02 3.824487522915450910e+01
1.046120922418448487e+02 3.835890825370230317e+01
1.046220924418488494e+02 3.845066854807281942e+01
1.046320926418528359e+02 3.846483378309688561e+01
1.046420928418568366e+02 3.833818646695495858e+01
1.046520930418608373e+02 3.822430713164866489e+01
1.046620932418648380e+02 3.819532318984246899e+01
1.046720934418688387e+02 3.827111867255776190e+01
1.046820936418728394e+02 3.821204468187214331e+01
1.046920938418768401e+02 3.833118799321211156e+01
1.047020940418808408e+02 3.816412440910522008e+01
1.047120942418848415e+02 3.823808167059370078e+01
1.047220944418888422e+02 3.814650161203444867e+01
1.047320946418928429e+02 3.823529713305443067e+01
1.047420948418968436e+02 3.819128516624859060e+01
1.047520950419008443e+02 3.817082290518990106e+01
1.047620952419048450e+02 3.823546676779285747e+01
1.047720954419088457e+02 3.832213211434716271e+01
1.047820956419128464e+02 3.833685943361592763e+01
1.047920958419168471e+02 3.819061515445404353e+01
1.048020960419208478e+02 3.826977102614797133e+01
1.048120962419248485e+02 3.834230358951597850e+01
1.048220964419288492e+02 3.830200161629515065e+01
1.048320966419328499e+02 3.834048487129308569e+01
1.048420968419368506e+02 3.815335849571077631e+01
1.048520970419408513e+02 3.817065901121295468e+01
1.048620972419448378e+02 3.834133456741022883e+01
1.048720974419488385e+02 3.813101060311274892e+01
1.048820976419528392e+02 3.826086327605464987e+01
1.048920978419568399e+02 3.805638981459357950e+01
1.049020980419608406e+02 3.818116136689660323e+01
1.049120982419648413e+02 3.824025334575686230e+01
1.049220984419688421e+02 3.823748432005702114e+01
1.049320986419728428e+02 3.827783691743651673e+01
1.049420988419768435e+02 3.847323638028969839e+01
1.049520990419808442e+02 3.813526505734358096e+01
1.049620992419848449e+02 3.835356265335884274e+01
1.049720994419888456e+02 3.810367216368982923e+01
1.049820996419928463e+02 3.826931061794680744e+01
1.049920998419968470e+02 3.829594694540006117e+01
1.050021000420008477e+02 3.815498839504658690e+01
1.050121002420048484e+02 3.822211195808760920e+01
1.050221004420088491e+02 3.819514101049349364e+01
1.050321006420128498e+02 3.841037832277254438e+01
1.050421008420168505e+02 3.844763324836775098e+01
1.050521010420208512e+02 3.816333896918690982e+01
1.050621012420248519e+02 3.834441948249062193e+01
1.050721014420288526e+02 3.831483720330891174e+01
1.050821016420328533e+02 3.840108386154872733e+01
1.050921018420368398e+02 3.829439030008899891e+01
1.051021020420408405e+02 3.826635810986954311e+01
1.051121022420448412e+02 3.825819036770493398e+01
1.051221024420488419e+02 3.815913442575735104e+01
1.051321026420528426e+02 3.821788888852310606e+01
1.051421028420568433e+02 3.804745739049879916e+01
1.051521030420608440e+02 3.824388776994329220e+01
1.051621032420648447e+02 3.830016226749607000e+01
1.051721034420688454e+02 3.834526691781356078e+01
1.051821036420728461e+02 3.820248917318374282e+01
1.051921038420768468e+02 3.827674783176732376e+01
1.052021040420808475e+02 3.815319082933567074e+01
1.052121042420848482e+02 3.817343792304306760e+01
1.052221044420888489e+02 3.825986258717345123e+01
1.052321046420928496e+02 3.833306878219674729e+01
1.052421048420968503e+02 3.844444482370942495e+01
1.052521050421008511e+02 3.816780741388163989e+01
1.052621052421048518e+02 3.818285915893969928e+01
1.052721054421088525e+02 3.848420622116724843e+01
1.052821056421128532e+02 3.840094275667804880e+01
1.052921058421168539e+02 3.831125195348352008e+01
1.053021060421208546e+02 3.827630042996725734e+01
1.053121062421248411e+02 3.831280260887055533e+01
1.053221064421288418e+02 3.827796001856497554e+01
1.053321066421328425e+02 3.830703460715428577e+01
1.053421068421368432e+02 3.828205894139197341e+01
1.053521070421408439e+02 3.830513333301959733e+01
1.053621072421448446e+02 3.832365303472464291e+01
1.053721074421488453e+02 3.816864471482109167e+01
1.053821076421528460e+02 3.817992898906437915e+01
1.053921078421568467e+02 3.832710881503725631e+01
1.054021080421608474e+02 3.812550108779534241e+01
1.054121082421648481e+02 3.823984164702705613e+01
1.054221084421688488e+02 3.800080679666590555e+01
1.054321086421728495e+02 3.834707459760156922e+01
1.054421088421768502e+02 3.799460492858474225e+01
1.054521090421808509e+02 3.827575071366204895e+01
1.054621092421848516e+02 3.811948091742203815e+01
1.054721094421888523e+02 3.817427080855775046e+01
1.054821096421928530e+02 3.836200226989274853e+01
1.054921098421968537e+02 3.822389810292605716e+01
1.055021100422008544e+02 3.823446906725784800e+01
1.055121102422048551e+02 3.836268125925992223e+01
1.055221104422088558e+02 3.826448034817511257e+01
1.055321106422128565e+02 3.825716894397635315e+01
1.055421108422168430e+02 3.847710546369292217e+01
1.055521110422208437e+02 3.828799601297239974e+01
1.055621112422248444e+02 3.816173853676134087e+01
1.055721114422288451e+02 3.818268577439909706e+01
1.055821116422328458e+02 3.819567527197890655e+01
1.055921118422368465e+02 3.829402774661219411e+01
1.056021120422408472e+02 3.819153980169260620e+01
1.056121122422448479e+02 3.823984507311875092e+01
1.056221124422488487e+02 3.823529143077758619e+01
1.056321126422528494e+02 3.818589359465998001e+01
1.056421128422568501e+02 3.838532992806964472e+01
1.056521130422608508e+02 3.829088293806560017e+01
1.056621132422648515e+02 3.826418893625886142e+01
1.056721134422688522e+02 3.819271889583962576e+01
1.056821136422728529e+02 3.812281293699747664e+01
1.056921138422768536e+02 3.818820155993240206e+01
1.057021140422808543e+02 3.816018904342874407e+01
1.057121142422848550e+02 3.805575219146916766e+01
1.057221144422888557e+02 3.816392142972455304e+01
1.057321146422928564e+02 3.810228619695037366e+01
1.057421148422968571e+02 3.822158028195467949e+01
1.057521150423008578e+02 3.817957036781398017e+01
1.057621152423048585e+02 3.824545753565988804e+01
1.057721154423088450e+02 3.826752170902514649e+01
1.057821156423128457e+02 3.824577539894071521e+01
1.057921158423168464e+02 3.820508371785888357e+01
1.058021160423208471e+02 3.830622230272067696e+01
1.058121162423248478e+02 3.829580026283215233e+01
1.058221164423288485e+02 3.815345858497183684e+01
1.058321166423328492e+02 3.815886594498513062e+01
1.058421168423368499e+02 3.816791909500311419e+01
1.058521170423408506e+02 3.820301510859480487e+01
1.058621172423448513e+02 3.825407343988857178e+01
1.058721174423488520e+02 3.830020494260055131e+01
1.058821176423528527e+02 3.820002957083225681e+01
1.058921178423568534e+02 3.806388248538593189e+01
1.059021180423608541e+02 3.813973079604837579e+01
1.059121182423648548e+02 3.827327129611621359e+01
1.059221184423688555e+02 3.833822963037732734e+01
1.059321186423728562e+02 3.813020077586772061e+01
1.059421188423768569e+02 3.813490571530743978e+01
1.059521190423808576e+02 3.819701680002982158e+01
1.059621192423848584e+02 3.819835852857230662e+01
1.059721194423888591e+02 3.803679668833965621e+01
1.059821196423928598e+02 3.831373564808985321e+01
1.059921198423968605e+02 3.817762150103371965e+01
1.060021200424008470e+02 3.832397322387241445e+01
1.060121202424048477e+02 3.835812006985669598e+01
1.060221204424088484e+02 3.823422254886615690e+01
1.060321206424128491e+02 3.815709772571649694e+01
1.060421208424168498e+02 3.802475275797024779e+01
1.060521210424208505e+02 3.847808407140288978e+01
1.060621212424248512e+02 3.826117488331313155e+01
1.060721214424288519e+02 3.848465300027665137e+01
1.060821216424328526e+02 3.831875427975990789e+01
1.060921218424368533e+02 3.845183522927784736e+01
1.061021220424408540e+02 3.828956853592869436e+01
1.061121222424448547e+02 3.820100604134587030e+01
1.061221224424488554e+02 3.830199098986809503e+01
1.061321226424528561e+02 3.836092763987551280e+01
1.061421228424568568e+02 3.810609497299822834e+01
1.061521230424608575e+02 3.827792864910350090e+01
1.061621232424648582e+02 3.831522742911742796e+01
1.061721234424688589e+02 3.820795719925364864e+01
1.061821236424728596e+02 3.823880438002637305e+01
1.061921238424768603e+02 3.811140333057426233e+01
1.062021240424808610e+02 3.819000139413469697e+01
1.062121242424848617e+02 3.813693605062176317e+01
1.062221244424888624e+02 3.827511777789206349e+01
1.062321246424928489e+02 3.835837497244862249e+01
1.062421248424968496e+02 3.819019900708595117e+01
1.062521250425008503e+02 3.826265715854935934e+01
1.062621252425048510e+02 3.809672289650071519e+01
1.062721254425088517e+02 3.811065286875163594e+01
1.062821256425128524e+02 3.819419499213596225e+01
1.062921258425168531e+02 3.824597285582415651e+01
1.063021260425208538e+02 3.828007903584303762e+01
1.063121262425248545e+02 3.802483125388060614e+01
1.063221264425288553e+02 3.808715814726906501e+01
1.063321266425328560e+02 3.816110208820241212e+01
1.063421268425368567e+02 3.845818758896245981e+01
1.063521270425408574e+02 3.790479661443562520e+01
1.063621272425448581e+02 3.819129069546692534e+01
1.063721274425488588e+02 3.827586620269911322e+01
1.063821276425528595e+02 3.819527190911931314e+01
1.063921278425568602e+02 3.825289467272637722e+01
1.064021280425608609e+02 3.820648871032595650e+01
1.064121282425648616e+02 3.832915278739078246e+01
1.064221284425688623e+02 3.838371389254727006e+01
1.064321286425728630e+02 3.823953988746257693e+01
1.064421288425768637e+02 3.835662118680432542e+01
1.064521290425808644e+02 3.835528127955713273e+01
1.064621292425848509e+02 3.822050953533481277e+01
1.064721294425888516e+02 3.831477449790156697e+01
1.064821296425928523e+02 3.820741812459235121e+01
1.064921298425968530e+02 3.829896298440126401e+01
1.065021300426008537e+02 3.832363935188111981e+01
1.065121302426048544e+02 3.802610645795964217e+01
1.065221304426088551e+02 3.806821402292072776e+01
1.065321306426128558e+02 3.829513033536429134e+01
1.065421308426168565e+02 3.812247241987655144e+01
1.065521310426208572e+02 3.832038403310538399e+01
1.065621312426248579e+02 3.825653885580202740e+01
1.065721314426288586e+02 3.827789922454003602e+01
1.065821316426328593e+02 3.819345307518514687e+01
1.065921318426368600e+02 3.835297500995560682e+01
1.066021320426408607e+02 3.827342216973919875e+01
1.066121322426448614e+02 3.829331120526787657e+01
1.066221324426488621e+02 3.834583642793442948e+01
1.066321326426528628e+02 3.804668216873455577e+01
1.066421328426568635e+02 3.829618375520956164e+01
1.066521330426608642e+02 3.828161519637562549e+01
1.066621332426648650e+02 3.820485149861938368e+01
1.066721334426688657e+02 3.835786622803259860e+01
1.066821336426728521e+02 3.821672388563830935e+01
1.066921338426768529e+02 3.813270081562416181e+01
1.067021340426808536e+02 3.827461323342505750e+01
1.067121342426848543e+02 3.816106198409369199e+01
1.067221344426888550e+02 3.810488401165103767e+01
1.067321346426928557e+02 3.835609864711606320e+01
1.067421348426968564e+02 3.824143627841018400e+01
1.067521350427008571e+02 3.830989594653281927e+01
1.067621352427048578e+02 3.813023178976624905e+01
1.067721354427088585e+02 3.813201716114549100e+01
1.067821356427128592e+02 3.817995354881121273e+01
1.067921358427168599e+02 3.820719705409617006e+01
1.068021360427208606e+02 3.813119028080497230e+01
1.068121362427248613e+02 3.819786608848743015e+01
1.068221364427288620e+02 3.825076882876982154e+01
1.068321366427328627e+02 3.810180202690445839e+01
1.068421368427368634e+02 3.815091377171081888e+01
1.068521370427408641e+02 3.815252796034555871e+01
1.068621372427448648e+02 3.820963389654556153e+01
1.068721374427488655e+02 3.827080087205067827e+01
1.068821376427528662e+02 3.817280452555809234e+01
1.068921378427568669e+02 3.816013538710803488e+01
1.069021380427608676e+02 3.828818836627285549e+01
1.069121382427648541e+02 3.826614228491614256e+01
1.069221384427688548e+02 3.804337985387027032e+01
1.069321386427728555e+02 3.814774993371194967e+01
1.069421388427768562e+02 3.813322441704069377e+01
1.069521390427808569e+02 3.806536470359930036e+01
1.069621392427848576e+02 3.815157031175131408e+01
1.069721394427888583e+02 3.801682130676148574e+01
1.069821396427928590e+02 3.818225074521144080e+01
1.069921398427968597e+02 3.823163270459000529e+01
1.070021400428008604e+02 3.835716494043485625e+01
1.070121402428048611e+02 3.815154026638272455e+01
1.070221404428088618e+02 3.818805048804648550e+01
1.070321406428128626e+02 3.815776137017481062e+01
1.070421408428168633e+02 3.836581324786622105e+01
1.070521410428208640e+02 3.828141668313443091e+01
1.070621412428248647e+02 3.811442946237223595e+01
1.070721414428288654e+02 3.816137336415884107e+01
1.070821416428328661e+02 3.824540468603813537e+01
1.070921418428368668e+02 3.816065885587381956e+01
1.071021420428408675e+02 3.826531009296791552e+01
1.071121422428448682e+02 3.828978375906193321e+01
1.071221424428488689e+02 3.827125124874339690e+01
1.071321426428528696e+02 3.809961144504373465e+01
1.071421428428568561e+02 3.840323760100821460e+01
1.071521430428608568e+02 3.825359672602731820e+01
1.071621432428648575e+02 3.829806897197396154e+01
1.071721434428688582e+02 3.822163125324512123e+01
1.071821436428728589e+02 3.806677203479397775e+01
1.071921438428768596e+02 3.824615085682871296e+01
1.072021440428808603e+02 3.828943799275436533e+01
1.072121442428848610e+02 3.810872768394337839e+01
1.072221444428888617e+02 3.817079530925720832e+01
1.072321446428928624e+02 3.815132137899774278e+01
1.072421448428968631e+02 3.813507330878024959e+01
1.072521450429008638e+02 3.825125191509035716e+01
1.072621452429048645e+02 3.833359827762621563e+01
1.072721454429088652e+02 3.819461370888822671e+01
1.072821456429128659e+02 3.826793677418321948e+01
1.072921458429168666e+02 3.818462082055863505e+01
1.073021460429208673e+02 3.830981489670875106e+01
1.073121462429248680e+02 3.819605641459589407e+01
1.073221464429288687e+02 3.817719366895595812e+01
1.073321466429328694e+02 3.823230273058741346e+01
1.073421468429368701e+02 3.827624823600562820e+01
1.073521470429408708e+02 3.811405567861269361e+01
1.073621472429448716e+02 3.833124308642685207e+01
1.073721474429488580e+02 3.830618120317668485e+01
1.073821476429528587e+02 3.822876704491791600e+01
1.073921478429568594e+02 3.845814891563596660e+01
1.074021480429608602e+02 3.816836720061744614e+01
1.074121482429648609e+02 3.816034388068720773e+01
1.074221484429688616e+02 3.811318655317268167e+01
1.074321486429728623e+02 3.831732967366628628e+01
1.074421488429768630e+02 3.822200027234908504e+01
1.074521490429808637e+02 3.822369645336435440e+01
1.074621492429848644e+02 3.809878856813497094e+01
1.074721494429888651e+02 3.830297948430501975e+01
1.074821496429928658e+02 3.828085016532278928e+01
1.074921498429968665e+02 3.819449545672917878e+01
1.075021500430008672e+02 3.826175573485647874e+01
1.075121502430048679e+02 3.813734856276030882e+01
1.075221504430088686e+02 3.817903882072827315e+01
1.075321506430128693e+02 3.819060940211043942e+01
1.075421508430168700e+02 3.824625182330078133e+01
1.075521510430208707e+02 3.842588130512442035e+01
1.075621512430248714e+02 3.819184262880318670e+01
1.075721514430288721e+02 3.819050745797041202e+01
1.075821516430328728e+02 3.817020759708740485e+01
1.075921518430368735e+02 3.812008908932158846e+01
1.076021520430408600e+02 3.820628862851136631e+01
1.076121522430448607e+02 3.811428767134123774e+01
1.076221524430488614e+02 3.826763703789369231e+01
1.076321526430528621e+02 3.840852077845270429e+01
1.076421528430568628e+02 3.823571713968712515e+01
1.076521530430608635e+02 3.833376112280627979e+01
1.076621532430648642e+02 3.830367274559954893e+01
1.076721534430688649e+02 3.822980967243379524e+01
1.076821536430728656e+02 3.804741387880735459e+01
1.076921538430768663e+02 3.811078814272012494e+01
1.077021540430808670e+02 3.822909655028936271e+01
1.077121542430848677e+02 3.813138803854311476e+01
1.077221544430888684e+02 3.822692399279800668e+01
1.077321546430928692e+02 3.816672876320163255e+01
1.077421548430968699e+02 3.832457396623071588e+01
1.077521550431008706e+02 3.832789058069536026e+01
1.077621552431048713e+02 3.807061913816581722e+01
1.077721554431088720e+02 3.825337097330828584e+01
1.077821556431128727e+02 3.794650824017310953e+01
1.077921558431168734e+02 3.820302057318909306e+01
1.078021560431208741e+02 3.816438347375461859e+01
1.078121562431248748e+02 3.833872183571117631e+01
1.078221564431288613e+02 3.815548760886763091e+01
1.078321566431328620e+02 3.830356632526743255e+01
1.078421568431368627e+02 3.815217515992636521e+01
1.078521570431408634e+02 3.828637045767098357e+01
1.078621572431448641e+02 3.818627330383218066e+01
1.078721574431488648e+02 3.827653853952870833e+01
1.078821576431528655e+02 3.834931544896335254e+01
1.078921578431568662e+02 3.821081797677842218e+01
1.079021580431608669e+02 3.833944940415623392e+01
1.079121582431648676e+02 3.825459675164005091e+01
1.079221584431688683e+02 3.817060317317631757e+01
1.079321586431728690e+02 3.816073666077824811e+01
1.079421588431768697e+02 3.827896590176365521e+01
1.079521590431808704e+02 3.835567334710405873e+01
1.079621592431848711e+02 3.822257001475013993e+01
1.079721594431888718e+02 3.826084683160119937e+01
1.079821596431928725e+02 3.817683313419448154e+01
1.079921598431968732e+02 3.810606908498686352e+01
1.080021600432008739e+02 3.831261674197806144e+01
1.080121602432048746e+02 3.826722527678820285e+01
1.080221604432088753e+02 3.831936208818486023e+01
1.080321606432128760e+02 3.834211333519774456e+01
1.080421608432168767e+02 3.822820472601352293e+01
1.080521610432208632e+02 3.820271975472416415e+01
1.080621612432248639e+02 3.822291578030928605e+01
1.080721614432288646e+02 3.821436248606211450e+01
1.080821616432328653e+02 3.824203016740618466e+01
1.080921618432368660e+02 3.797698764124979931e+01
1.081021620432408668e+02 3.825549979193937844e+01
1.081121622432448675e+02 3.818464261333576815e+01
1.081221624432488682e+02 3.817143400233742057e+01
1.081321626432528689e+02 3.830918835149672219e+01
1.081421628432568696e+02 3.821990650939320489e+01
1.081521630432608703e+02 3.824717760147124324e+01
1.081621632432648710e+02 3.831382271760431024e+01
1.081721634432688717e+02 3.820705903126624037e+01
1.081821636432728724e+02 3.811348611167285583e+01
1.081921638432768731e+02 3.820367158603786351e+01
1.082021640432808738e+02 3.831486693696005119e+01
1.082121642432848745e+02 3.807783317939228596e+01
1.082221644432888752e+02 3.823262667942180570e+01
1.082321646432928759e+02 3.810196696692488416e+01
1.082421648432968766e+02 3.822475669993311698e+01
1.082521650433008773e+02 3.838066285795960653e+01
1.082621652433048780e+02 3.809890401145698036e+01
1.082721654433088787e+02 3.816962340062644188e+01
