# time_ns rmsd_A
1.622632452649052937e+02 3.405717070859142659e+00
1.622732454649093086e+02 3.044636932051864697e+00
1.622832456649132951e+02 2.975660994741696097e+00
1.622932458649173100e+02 2.933216132921933283e+00
1.623032460649212965e+02 2.913142782707575762e+00
1.623132462649253114e+02 2.777611363971065117e+00
1.623232464649292979e+02 2.622069508961829776e+00
1.623332466649333128e+02 3.164773293253254849e+00
1.623432468649372993e+02 2.752602372320356316e+00
1.623532470649413142e+02 2.986291219050955625e+00
1.623632472649453007e+02 2.736131727252379964e+00
1.623732474649493156e+02 3.054392616936679516e+00
1.623832476649533021e+02 3.058218237972526232e+00
1.623932478649573170e+02 2.801115815921700669e+00
1.624032480649613035e+02 2.527870771506471215e+00
1.624132482649653184e+02 2.903272721305856674e+00
1.624232484649693049e+02 2.914514268476851910e+00
1.624332486649733198e+02 2.765372469309620662e+00
1.624432488649773063e+02 2.784486660087389875e+00
1.624532490649813212e+02 3.022974368467046258e+00
1.624632492649853077e+02 2.606811202386186466e+00
1.624732494649893226e+02 2.797520922998263160e+00
1.624832496649933091e+02 3.210391726430906090e+00
1.624932498649972956e+02 3.063317887512946314e+00
1.625032500650013105e+02 2.936062583419840166e+00
1.625132502650052970e+02 2.497735356893992176e+00
1.625232504650093119e+02 3.166514520346609185e+00
1.625332506650132984e+02 2.958513574771262533e+00
1.625432508650173133e+02 2.696963305934723554e+00
1.625532510650212998e+02 2.813066320326556458e+00
1.625632512650253148e+02 2.900872312623393956e+00
1.625732514650293012e+02 2.847924431279706958e+00
1.625832516650333162e+02 2.841415090964749535e+00
1.625932518650373027e+02 3.042403566462547726e+00
1.626032520650413176e+02 2.710037040888407578e+00
1.626132522650453041e+02 2.664678741463338163e+00
1.626232524650493190e+02 2.920149419514753930e+00
1.626332526650533055e+02 2.928174818481318553e+00
1.626432528650573204e+02 2.877045644678293268e+00
1.626532530650613069e+02 3.299894133598427981e+00
1.626632532650653218e+02 2.617853534833861850e+00
1.626732534650693083e+02 3.218016164838212845e+00
1.626832536650733232e+02 2.953308982011833450e+00
1.626932538650773097e+02 3.030432144679779505e+00
1.627032540650812962e+02 2.979417108116651836e+00
1.627132542650853111e+02 3.220492959162376767e+00
1.627232544650892976e+02 2.836421305276199067e+00
1.627332546650933125e+02 2.727045488610718049e+00
1.627432548650972990e+02 3.143214677196524143e+00
1.627532550651013139e+02 2.926592222685100886e+00
1.627632552651053004e+02 3.290757490214131220e+00
1.627732554651093153e+02 2.969516859997130886e+00
1.627832556651133018e+02 2.863746751654190792e+00
1.627932558651173167e+02 2.765018095815196641e+00
1.628032560651213032e+02 2.917267134231301018e+00
1.628132562651253181e+02 3.231731823911785373e+00
1.628232564651293046e+02 2.803306541364339211e+00
1.628332566651333195e+02 2.794660176182971245e+00
1.628432568651373060e+02 2.762357383565397395e+00
1.628532570651413209e+02 3.019555705283804237e+00
1.628632572651453074e+02 2.688970654967551610e+00
1.628732574651493223e+02 2.626089252868243573e+00
1.628832576651533088e+02 3.027678637703429043e+00
1.628932578651573237e+02 3.103482754402360211e+00
1.629032580651613102e+02 2.820492340422919852e+00
1.629132582651653252e+02 2.905982513975502446e+00
1.629232584651693116e+02 3.082853774575931460e+00
1.629332586651732981e+02 2.890259023553727769e+00
1.629432588651773131e+02 2.886716809650291093e+00
1.629532590651812995e+02 2.790610731964392688e+00
1.629632592651853145e+02 2.923595164459618090e+00
1.629732594651893010e+02 2.905011757595190591e+00
1.629832596651933159e+02 2.758934818876058515e+00
1.629932598651973024e+02 3.107274364523412657e+00
1.630032600652013173e+02 3.275781653741775656e+00
1.630132602652053038e+02 2.607508757623339779e+00
1.630232604652093187e+02 2.832538128028361690e+00
1.630332606652133052e+02 3.045417580211332353e+00
1.630432608652173201e+02 2.870309012755726474e+00
1.630532610652213066e+02 2.897156706872447973e+00
1.630632612652253215e+02 3.071693177599994939e+00
1.630732614652293080e+02 2.548413685330055856e+00
1.630832616652333229e+02 2.870541338737195414e+00
1.630932618652373094e+02 2.973625235562070035e+00
1.631032620652413243e+02 2.954551634211957545e+00
1.631132622652453108e+02 2.510633482871243771e+00
1.631232624652493257e+02 2.858006720977401827e+00
1.631332626652533122e+02 2.931552450951616873e+00
1.631432628652573271e+02 3.072326808330438919e+00
1.631532630652613136e+02 2.556872626372709956e+00
1.631632632652653001e+02 2.736512015349922500e+00
1.631732634652693150e+02 3.414418755022884167e+00
1.631832636652733015e+02 3.296239135037238643e+00
1.631932638652773164e+02 2.784751846649852425e+00
1.632032640652813029e+02 3.163323952663598781e+00
1.632132642652853178e+02 2.838719377928660137e+00
1.632232644652893043e+02 3.159883220596597209e+00
1.632332646652933192e+02 2.735603671134831494e+00
1.632432648652973057e+02 2.841959507197369561e+00
1.632532650653013206e+02 3.071915547292871196e+00
1.632632652653053071e+02 2.766891556644536010e+00
1.632732654653093221e+02 2.668988845142647115e+00
1.632832656653133085e+02 2.750021453364168700e+00
1.632932658653173235e+02 2.802032426747974370e+00
1.633032660653213100e+02 2.786203519308503740e+00
1.633132662653253249e+02 2.966375366175804551e+00
1.633232664653293114e+02 2.974226672875110111e+00
1.633332666653333263e+02 2.811873525916729122e+00
1.633432668653373128e+02 3.043342135052260478e+00
1.633532670653413277e+02 2.642996126286730529e+00
1.633632672653453142e+02 3.142675397266719184e+00
1.633732674653493291e+02 3.167968555573528633e+00
1.633832676653533156e+02 2.947205090454682264e+00
1.633932678653573021e+02 2.957189044150626334e+00
1.634032680653613170e+02 2.565316651873496223e+00
1.634132682653653035e+02 2.905046992448548249e+00
1.634232684653693184e+02 2.926027043568875996e+00
1.634332686653733049e+02 3.038347914562883112e+00
1.634432688653773198e+02 3.330306848858100022e+00
1.634532690653813063e+02 2.647718057700458427e+00
1.634632692653853212e+02 2.737984235016190482e+00
1.634732694653893077e+02 2.846398930162819418e+00
1.634832696653933226e+02 2.715982329369253101e+00
1.634932698653973091e+02 3.019581234243469581e+00
1.635032700654013240e+02 2.781042316734937625e+00
1.635132702654053105e+02 3.036900286505686886e+00
1.635232704654093254e+02 2.666444803768863281e+00
1.635332706654133119e+02 2.756853915911080311e+00
1.635432708654173268e+02 3.197634841588311794e+00
1.635532710654213133e+02 3.180067709993692038e+00
1.635632712654253282e+02 2.984931000681822155e+00
1.635732714654293147e+02 2.929034210137760219e+00
1.635832716654333296e+02 2.864958468729862151e+00
1.635932718654373161e+02 2.988095058773756030e+00
1.636032720654413311e+02 2.876889342601308464e+00
1.636132722654453175e+02 2.869059275509731499e+00
1.636232724654493040e+02 2.982933081090974436e+00
1.636332726654533190e+02 2.896990813959907651e+00
1.636432728654573054e+02 3.159454933626927975e+00
1.636532730654613204e+02 2.806163067390041732e+00
1.636632732654653068e+02 2.730908443042435518e+00
1.636732734654693218e+02 2.982560242477905188e+00
1.636832736654733083e+02 2.781631501188570166e+00
1.636932738654773232e+02 3.047884907138150634e+00
1.637032740654813097e+02 2.836786804265480466e+00
1.637132742654853246e+02 2.990873686294182043e+00
1.637232744654893111e+02 2.903431521599924015e+00
1.637332746654933260e+02 2.802086522822682113e+00
1.637432748654973125e+02 3.061136338679391056e+00
1.637532750655013274e+02 2.543929469223716211e+00
1.637632752655053139e+02 2.903625239918085299e+00
1.637732754655093288e+02 2.852780907451166303e+00
1.637832756655133153e+02 3.093673210233090831e+00
1.637932758655173302e+02 2.862345400072781043e+00
1.638032760655213167e+02 3.169890284216830612e+00
1.638132762655253316e+02 2.968816489042144457e+00
1.638232764655293181e+02 2.650937548339370675e+00
1.638332766655333330e+02 2.927362452405726234e+00
1.638432768655373195e+02 2.745142276535667669e+00
1.638532770655413060e+02 3.110119185682930887e+00
1.638632772655453209e+02 2.851813754695489589e+00
1.638732774655493074e+02 2.653270683999467305e+00
1.638832776655533223e+02 3.107301107936054851e+00
1.638932778655573088e+02 2.924908268709500270e+00
1.639032780655613237e+02 2.991747693760590465e+00
1.639132782655653102e+02 2.638782339280555167e+00
1.639232784655693251e+02 3.284587042259412559e+00
1.639332786655733116e+02 2.932351197243719287e+00
1.639432788655773265e+02 3.200677098019807598e+00
1.639532790655813130e+02 2.734526277092470536e+00
1.639632792655853279e+02 2.750537906269642452e+00
1.639732794655893144e+02 2.610554246211550300e+00
1.639832796655933294e+02 3.209241526459529315e+00
1.639932798655973158e+02 3.048513839531139524e+00
1.640032800656013308e+02 3.007090482310988300e+00
1.640132802656053173e+02 2.631830908220321952e+00
1.640232804656093322e+02 3.335725387373035922e+00
1.640332806656133187e+02 2.962849309686265808e+00
1.640432808656173336e+02 2.603331999123875473e+00
1.640532810656213201e+02 2.875582617958396092e+00
1.640632812656253350e+02 2.734734580861363451e+00
1.640732814656293215e+02 3.046233558265663444e+00
1.640832816656333080e+02 2.916280948775578086e+00
1.640932818656373229e+02 3.350427479038856404e+00
1.641032820656413094e+02 2.675768328319686695e+00
1.641132822656453243e+02 2.997320242700493242e+00
1.641232824656493108e+02 2.988419889341289437e+00
1.641332826656533257e+02 3.038221131461617208e+00
1.641432828656573122e+02 3.024894469125373853e+00
1.641532830656613271e+02 2.901876828060831581e+00
1.641632832656653136e+02 3.079252201435402903e+00
1.641732834656693285e+02 3.131491662028175416e+00
1.641832836656733150e+02 2.757806745699189932e+00
1.641932838656773299e+02 3.175162346385669299e+00
1.642032840656813164e+02 2.862717287604537919e+00
1.642132842656853313e+02 2.581739637356236017e+00
1.642232844656893178e+02 2.811104705514260171e+00
1.642332846656933327e+02 2.522694984435526422e+00
1.642432848656973192e+02 2.922488702876815836e+00
1.642532850657013341e+02 2.671011677381982086e+00
1.642632852657053206e+02 3.019485336088824301e+00
1.642732854657093355e+02 2.892376124599801201e+00
1.642832856657133220e+02 2.827578828969778968e+00
1.642932858657173369e+02 2.966311882837808778e+00
1.643032860657213234e+02 3.348236762221662666e+00
1.643132862657253099e+02 2.876000287831616653e+00
1.643232864657293248e+02 3.036822107035960006e+00
1.643332866657333113e+02 2.986273734474403696e+00
1.643432868657373263e+02 2.705001133339692831e+00
1.643532870657413127e+02 2.792853143610285471e+00
1.643632872657453277e+02 2.432002860730588800e+00
1.643732874657493142e+02 3.242323948665006395e+00
1.643832876657533291e+02 2.667248824212355984e+00
1.643932878657573156e+02 3.124874284188673634e+00
1.644032880657613305e+02 3.177405080881105182e+00
1.644132882657653170e+02 2.881037606919128358e+00
1.644232884657693319e+02 3.107730574119476952e+00
1.644332886657733184e+02 3.060426726784529095e+00
1.644432888657773333e+02 3.145703165822608671e+00
1.644532890657813198e+02 2.603443508377296656e+00
1.644632892657853347e+02 2.777147110810846087e+00
1.644732894657893212e+02 2.697591427950318366e+00
1.644832896657933361e+02 2.879169365930872360e+00
1.644932898657973226e+02 2.948929913251918666e+00
1.645032900658013375e+02 2.798085459470115666e+00
1.645132902658053240e+02 3.029708909324299260e+00
1.645232904658093389e+02 2.833125836108646656e+00
1.645332906658133254e+02 2.735888398364303420e+00
1.645432908658173119e+02 3.124838030621936102e+00
1.645532910658213268e+02 2.719784774250756598e+00
1.645632912658253133e+02 3.136916761154423750e+00
1.645732914658293282e+02 2.895606228196825782e+00
1.645832916658333147e+02 2.666544565002919587e+00
1.645932918658373296e+02 2.945539372341215767e+00
1.646032920658413161e+02 2.601396782621568704e+00
1.646132922658453310e+02 3.033892278341213000e+00
1.646232924658493175e+02 3.310592805518573378e+00
1.646332926658533324e+02 2.879293639319945974e+00
1.646432928658573189e+02 2.944454973914000906e+00
1.646532930658613338e+02 2.731335256451156823e+00
1.646632932658653203e+02 3.333171577377977535e+00
1.646732934658693353e+02 2.934959928777757909e+00
1.646832936658733217e+02 3.017307626841899459e+00
1.646932938658773367e+02 2.776527094949598151e+00
1.647032940658813231e+02 3.020598139157084194e+00
1.647132942658853381e+02 2.767290100867969560e+00
1.647232944658893246e+02 2.743283471616464020e+00
1.647332946658933395e+02 2.730825602276254926e+00
1.647432948658973260e+02 3.083767359839454603e+00
1.647532950659013409e+02 3.067395157204511502e+00
1.647632952659053274e+02 2.689928073763904415e+00
1.647732954659093139e+02 2.785669475565067277e+00
1.647832956659133288e+02 3.067497177714796130e+00
1.647932958659173153e+02 3.055433708406162019e+00
1.648032960659213302e+02 2.623796146920668093e+00
1.648132962659253167e+02 3.013162343308640523e+00
1.648232964659293316e+02 2.625238111093793236e+00
1.648332966659333181e+02 3.426331608080471103e+00
1.648432968659373330e+02 2.840097254578372699e+00
1.648532970659413195e+02 2.945514795907353101e+00
1.648632972659453344e+02 3.209875381924859550e+00
1.648732974659493209e+02 2.655690000983415455e+00
1.648832976659533358e+02 2.806695310883989158e+00
1.648932978659573223e+02 2.801897636782324952e+00
1.649032980659613372e+02 2.973805620773057878e+00
1.649132982659653237e+02 2.606324451570561251e+00
1.649232984659693386e+02 2.920727392250288545e+00
1.649332986659733251e+02 3.026888975296894824e+00
1.649432988659773400e+02 2.718371687041539531e+00
1.649532990659813265e+02 3.100355780311562892e+00
1.649632992659853414e+02 2.830857263101676402e+00
1.649732994659893279e+02 2.785645331290666160e+00
1.649832996659933428e+02 2.946905774085209817e+00
1.649932998659973293e+02 2.765357559187001435e+00
1.650033000660013158e+02 2.432153488463527413e+00
1.650133002660053307e+02 3.112983196517626006e+00
1.650233004660093172e+02 2.864526359322265847e+00
1.650333006660133321e+02 2.865842610668799306e+00
1.650433008660173186e+02 2.832995331599213795e+00
1.650533010660213336e+02 2.771019212736490545e+00
1.650633012660253200e+02 3.051174097211077907e+00
1.650733014660293350e+02 3.074192926491726929e+00
1.650833016660333215e+02 2.703481408824524479e+00
1.650933018660373364e+02 2.988781464325057424e+00
1.651033020660413229e+02 3.032975697721729702e+00
1.651133022660453378e+02 2.728804509498539588e+00
1.651233024660493243e+02 3.091972309004474617e+00
1.651333026660533392e+02 2.752387101363807709e+00
1.651433028660573257e+02 3.169112147299617543e+00
1.651533030660613406e+02 2.869167262198432766e+00
1.651633032660653271e+02 2.834276000692443453e+00
1.651733034660693420e+02 2.823588767340010630e+00
1.651833036660733285e+02 2.872876321112422637e+00
1.651933038660773434e+02 2.835421608474396837e+00
1.652033040660813299e+02 2.634103608588169720e+00
1.652133042660853164e+02 3.313923525133450898e+00
1.652233044660893313e+02 2.919079282490997240e+00
1.652333046660933178e+02 2.862016826939180358e+00
1.652433048660973327e+02 2.609800497411803200e+00
1.652533050661013192e+02 2.618475441499431788e+00
1.652633052661053341e+02 2.764526619672527552e+00
1.652733054661093206e+02 3.117790211363234754e+00
1.652833056661133355e+02 2.760173177585992565e+00
1.652933058661173220e+02 3.050410939565531443e+00
1.653033060661213369e+02 2.889082053887165102e+00
1.653133062661253234e+02 3.288906452726596097e+00
1.653233064661293383e+02 3.044460712823025883e+00
1.653333066661333248e+02 2.792237186965266016e+00
1.653433068661373397e+02 2.907179967970308532e+00
1.653533070661413262e+02 2.533713973252729623e+00
1.653633072661453411e+02 3.087726566603342437e+00
1.653733074661493276e+02 2.855359724912712949e+00
1.653833076661533426e+02 2.589767120242990384e+00
1.653933078661573290e+02 2.859425119150486250e+00
1.654033080661613440e+02 2.561711701336510494e+00
1.654133082661653305e+02 2.810708347319864409e+00
1.654233084661693454e+02 2.933774884206593825e+00
1.654333086661733319e+02 2.956123871710584883e+00
1.654433088661773184e+02 2.749803953943359414e+00
1.654533090661813333e+02 2.976833376579796742e+00
1.654633092661853198e+02 3.010818499450870434e+00
1.654733094661893347e+02 2.876014981973541218e+00
1.654833096661933212e+02 3.195991225666662494e+00
1.654933098661973361e+02 3.018737420239198777e+00
1.655033100662013226e+02 2.968989770255204608e+00
1.655133102662053375e+02 3.077261181340080309e+00
1.655233104662093240e+02 3.466680431284206776e+00
1.655333106662133389e+02 3.172436486028600289e+00
1.655433108662173254e+02 2.865106827724031913e+00
1.655533110662213403e+02 2.581172683430025039e+00
1.655633112662253268e+02 3.146069354087196679e+00
1.655733114662293417e+02 2.855628560248578474e+00
1.655833116662333282e+02 3.119495038722038593e+00
1.655933118662373431e+02 2.482063792414449743e+00
1.656033120662413296e+02 2.892937267141957314e+00
1.656133122662453445e+02 2.751283003859866128e+00
1.656233124662493310e+02 2.698287125008243414e+00
1.656333126662533459e+02 3.268452604409202600e+00
1.656433128662573324e+02 2.788525245171713518e+00
1.656533130662613473e+02 3.046982759165937527e+00
1.656633132662653338e+02 2.949313113483152726e+00
1.656733134662693203e+02 2.888440150955944752e+00
1.656833136662733352e+02 2.851189790647917555e+00
1.656933138662773217e+02 2.776379825718101380e+00
1.657033140662813366e+02 2.652152263024960099e+00
1.657133142662853231e+02 2.699011896311490855e+00
1.657233144662893380e+02 3.069435158317144197e+00
1.657333146662933245e+02 3.162773368510357397e+00
1.657433148662973394e+02 2.844179530521369070e+00
1.657533150663013259e+02 2.813099241624826163e+00
1.657633152663053409e+02 2.847840549106714025e+00
1.657733154663093273e+02 2.874095238500347982e+00
1.657833156663133423e+02 2.882854301965608990e+00
1.657933158663173288e+02 2.953578611181792990e+00
1.658033160663213437e+02 3.086869208121957975e+00
1.658133162663253302e+02 3.299933532736146979e+00
1.658233164663293451e+02 2.683155807332866516e+00
1.658333166663333316e+02 3.001878062528609892e+00
1.658433168663373465e+02 3.228337467538934025e+00
1.658533170663413330e+02 2.838244076000110194e+00
1.658633172663453479e+02 2.519322084913060422e+00
1.658733174663493344e+02 2.789423620570136375e+00
1.658833176663533493e+02 2.676445799415674287e+00
1.658933178663573358e+02 2.877514095492375024e+00
1.659033180663613223e+02 2.695533788546748521e+00
1.659133182663653372e+02 2.728946832865156491e+00
1.659233184663693237e+02 2.841881310757223389e+00
1.659333186663733386e+02 2.750242191351173648e+00
1.659433188663773251e+02 2.770112101461516207e+00
1.659533190663813400e+02 3.151362192759283420e+00
1.659633192663853265e+02 2.755944772729246317e+00
1.659733194663893414e+02 2.789863218484292418e+00
1.659833196663933279e+02 2.592961037238931343e+00
1.659933198663973428e+02 2.596726367877101538e+00
1.660033200664013293e+02 2.767608934291303502e+00
1.660133202664053442e+02 2.816127176309033420e+00
1.660233204664093307e+02 2.839370075052484843e+00
1.660333206664133456e+02 2.847161410428750372e+00
1.660433208664173321e+02 2.860606785328649426e+00
1.660533210664213470e+02 2.893538802229457918e+00
1.660633212664253335e+02 2.862796003696771230e+00
1.660733214664293484e+02 3.094332469007641251e+00
1.660833216664333349e+02 2.837435126809962682e+00
1.660933218664373499e+02 2.787254087750308251e+00
1.661033220664413363e+02 3.188138566094272264e+00
1.661133222664453513e+02 2.806189993970201524e+00
1.661233224664493378e+02 2.768453001777103850e+00
1.661333226664533242e+02 2.803971110136971756e+00
1.661433228664573392e+02 3.158264441151518387e+00
1.661533230664613257e+02 2.636084670937073771e+00
1.661633232664653406e+02 3.218230391964432613e+00
1.661733234664693271e+02 3.065666823697839494e+00
1.661833236664733420e+02 2.428365838676028510e+00
1.661933238664773285e+02 3.139135129983588346e+00
1.662033240664813434e+02 2.965677448598816213e+00
1.662133242664853299e+02 2.693048231211618404e+00
1.662233244664893448e+02 2.824020299599976802e+00
1.662333246664933313e+02 2.808758413611296856e+00
1.662433248664973462e+02 2.897452677008059752e+00
1.662533250665013327e+02 2.958546958659576287e+00
1.662633252665053476e+02 3.075682512335758734e+00
1.662733254665093341e+02 2.911657573914226305e+00
1.662833256665133490e+02 2.600582103181903637e+00
1.662933258665173355e+02 2.898861221595157023e+00
1.663033260665213504e+02 2.778039501567802994e+00
1.663133262665253369e+02 2.878677341666582290e+00
1.663233264665293518e+02 2.853158292964657505e+00
1.663333266665333383e+02 3.026028815830020591e+00
1.663433268665373532e+02 2.837000125727431765e+00
1.663533270665413397e+02 2.757821762550323186e+00
1.663633272665453262e+02 3.016853625902298663e+00
1.663733274665493411e+02 2.771888548650983886e+00
1.663833276665533276e+02 2.445370839199321633e+00
1.663933278665573425e+02 2.804174753381728280e+00
1.664033280665613290e+02 2.969160145566199116e+00
1.664133282665653439e+02 2.946592204377368240e+00
1.664233284665693304e+02 3.171568238819846730e+00
1.664333286665733453e+02 3.220519683980061387e+00
1.664433288665773318e+02 3.048052160068075889e+00
1.664533290665813468e+02 2.771898336712454114e+00
1.664633292665853332e+02 2.666771217243773862e+00
1.664733294665893482e+02 2.797293193184658744e+00
1.664833296665933347e+02 2.661910952266026253e+00
1.664933298665973496e+02 2.590387312065916880e+00
1.665033300666013361e+02 2.925432039565786457e+00
1.665133302666053510e+02 2.901109172936249703e+00
1.665233304666093375e+02 2.695959293453387140e+00
1.665333306666133524e+02 2.634768774090570087e+00
1.665433308666173389e+02 2.731557820723138352e+00
1.665533310666213538e+02 3.131013528870687068e+00
1.665633312666253403e+02 2.687051183335647409e+00
1.665733314666293552e+02 2.761682706012721589e+00
1.665833316666333417e+02 2.936640457774347457e+00
1.665933318666373282e+02 2.651628941754353708e+00
1.666033320666413431e+02 2.836538795019285075e+00
1.666133322666453296e+02 2.796216742771566288e+00
1.666233324666493445e+02 2.664951643305891515e+00
1.666333326666533310e+02 2.892986237572402697e+00
1.666433328666573459e+02 2.912433271596202466e+00
1.666533330666613324e+02 2.907368612733750801e+00
1.666633332666653473e+02 2.703265001682721991e+00
1.666733334666693338e+02 2.713319180742657100e+00
1.666833336666733487e+02 2.950839472734751112e+00
1.666933338666773352e+02 2.939049656016088807e+00
1.667033340666813501e+02 2.932937672675648422e+00
1.667133342666853366e+02 2.956407027067845750e+00
1.667233344666893515e+02 2.784101835263473657e+00
1.667333346666933380e+02 2.748467241407059447e+00
1.667433348666973529e+02 2.928719167872856133e+00
1.667533350667013394e+02 2.919935143031466396e+00
1.667633352667053543e+02 2.958556949056800889e+00
1.667733354667093408e+02 3.369481808581986648e+00
1.667833356667133557e+02 2.752580109704557465e+00
1.667933358667173422e+02 2.855213061032620736e+00
1.668033360667213572e+02 2.767128906797193810e+00
1.668133362667253436e+02 3.118148014970689275e+00
1.668233364667293301e+02 2.871238058178689379e+00
1.668333366667333451e+02 3.031160844397748466e+00
1.668433368667373315e+02 2.924569376774959206e+00
1.668533370667413465e+02 2.856454305775161018e+00
1.668633372667453330e+02 3.168851379796351342e+00
1.668733374667493479e+02 3.060283285185470881e+00
1.668833376667533344e+02 2.755708230198327779e+00
1.668933378667573493e+02 2.989259975712564188e+00
1.669033380667613358e+02 3.181923692905630041e+00
1.669133382667653507e+02 2.610229580207024558e+00
1.669233384667693372e+02 3.109904627309439729e+00
1.669333386667733521e+02 2.979879436630600065e+00
1.669433388667773386e+02 2.721560203941168155e+00
1.669533390667813535e+02 2.672174889831656408e+00
1.669633392667853400e+02 2.796247720373870482e+00
1.669733394667893549e+02 2.910073797293764475e+00
1.669833396667933414e+02 2.740546607346413310e+00
1.669933398667973563e+02 3.025779055676714790e+00
1.670033400668013428e+02 2.984631887347593882e+00
1.670133402668053577e+02 2.825829305181161377e+00
1.670233404668093442e+02 2.943658864963693222e+00
1.670333406668133591e+02 2.761653515189960384e+00
1.670433408668173456e+02 2.833180791082395622e+00
1.670533410668213321e+02 3.154620062124259494e+00
1.670633412668253470e+02 3.261868752730304966e+00
1.670733414668293335e+02 2.820543100556643257e+00
1.670833416668333484e+02 3.082706799928524255e+00
1.670933418668373349e+02 2.978113978581760968e+00
1.671033420668413498e+02 3.061879672629019833e+00
1.671133422668453363e+02 3.212987516058531945e+00
1.671233424668493512e+02 2.924122427217278108e+00
1.671333426668533377e+02 3.069820669820651826e+00
1.671433428668573526e+02 2.927771178147654307e+00
1.671533430668613391e+02 2.824056954907500305e+00
1.671633432668653541e+02 2.777311605682997175e+00
1.671733434668693405e+02 2.906796236332438443e+00
1.671833436668733555e+02 2.795949846008712214e+00
1.671933438668773420e+02 3.086162660430370241e+00
1.672033440668813569e+02 2.780349169515025753e+00
1.672133442668853434e+02 3.018269064651011746e+00
1.672233444668893583e+02 2.716878064302386875e+00
1.672333446668933448e+02 2.908136929556514261e+00
1.672433448668973597e+02 3.102321567323125251e+00
1.672533450669013462e+02 2.958396605574326266e+00
1.672633452669053611e+02 2.869678390510192134e+00
1.672733454669093476e+02 2.881559108069288389e+00
1.672833456669133341e+02 2.926730876800587300e+00
1.672933458669173490e+02 2.896831176761292870e+00
1.673033460669213355e+02 3.011500886236863295e+00
1.673133462669253504e+02 3.127004088235518342e+00
1.673233464669293369e+02 2.938191302716074649e+00
1.673333466669333518e+02 2.978987312122934661e+00
1.673433468669373383e+02 3.144579887161834453e+00
1.673533470669413532e+02 2.725397077258052914e+00
1.673633472669453397e+02 2.901927741588823828e+00
1.673733474669493546e+02 2.834704319164571107e+00
1.673833476669533411e+02 2.379750015350849512e+00
1.673933478669573560e+02 2.838275983701207039e+00
1.674033480669613425e+02 3.064949057260828003e+00
1.674133482669653574e+02 2.687902141842169357e+00
1.674233484669693439e+02 2.569559185589015637e+00
1.674333486669733588e+02 2.707576885034184588e+00
1.674433488669773453e+02 3.135799172743918728e+00
1.674533490669813602e+02 2.902389826947733731e+00
1.674633492669853467e+02 3.131773075259417727e+00
1.674733494669893616e+02 3.089447758908566932e+00
1.674833496669933481e+02 3.067172905412927086e+00
1.674933498669973631e+02 2.945937920729809978e+00
1.675033500670013495e+02 2.667697973224050667e+00
1.675133502670053360e+02 2.998513648592600944e+00
1.675233504670093510e+02 2.793148565481813783e+00
1.675333506670133374e+02 2.994869622922303076e+00
1.675433508670173524e+02 2.855487727630845463e+00
1.675533510670213388e+02 2.836861022441770519e+00
1.675633512670253538e+02 3.053918646498767764e+00
1.675733514670293403e+02 3.078727761003289931e+00
1.675833516670333552e+02 2.881271509151451582e+00
1.675933518670373417e+02 2.657472051753372977e+00
1.676033520670413566e+02 3.014691162925353662e+00
1.676133522670453431e+02 2.814439512386525788e+00
1.676233524670493580e+02 3.080942262777609297e+00
1.676333526670533445e+02 2.741649693917167063e+00
1.676433528670573594e+02 2.731675414685192482e+00
1.676533530670613459e+02 2.752179397077421097e+00
1.676633532670653608e+02 2.840468803749088167e+00
1.676733534670693473e+02 2.648766142519980882e+00
1.676833536670733622e+02 2.447470850421900046e+00
1.676933538670773487e+02 2.513906942113844245e+00
1.677033540670813636e+02 2.830041341457553816e+00
1.677133542670853501e+02 2.850910890568149281e+00
1.677233544670893366e+02 2.944281842764670198e+00
1.677333546670933515e+02 3.299459766280709694e+00
1.677433548670973380e+02 2.937390157210186814e+00
1.677533550671013529e+02 2.939664146728019567e+00
1.677633552671053394e+02 2.574050169651143527e+00
1.677733554671093543e+02 2.937216334215721592e+00
1.677833556671133408e+02 2.595823878582875111e+00
1.677933558671173557e+02 3.043472447313510187e+00
1.678033560671213422e+02 2.952971406294573775e+00
1.678133562671253571e+02 2.954875546161853439e+00
1.678233564671293436e+02 2.858553210019149304e+00
1.678333566671333585e+02 2.771593484591614143e+00
1.678433568671373450e+02 2.869041714845364410e+00
1.678533570671413599e+02 3.138309128460966768e+00
1.678633572671453464e+02 2.868063819782013191e+00
1.678733574671493614e+02 3.243160457916877348e+00
1.678833576671533478e+02 2.867190276262977733e+00
1.678933578671573628e+02 2.840806738167165335e+00
1.679033580671613493e+02 2.980398483440546364e+00
1.679133582671653642e+02 3.148713751261484450e+00
1.679233584671693507e+02 2.696593416284205791e+00
1.679333586671733656e+02 3.069629699163652248e+00
1.679433588671773521e+02 3.067721446845782296e+00
1.679533590671813386e+02 2.739508444465977188e+00
1.679633592671853535e+02 2.785316293483778516e+00
1.679733594671893400e+02 3.031268693582060525e+00
1.679833596671933549e+02 2.871985257734887664e+00
1.679933598671973414e+02 3.020516733463264547e+00
1.680033600672013563e+02 2.877047447749236486e+00
1.680133602672053428e+02 3.049662442348504587e+00
1.680233604672093577e+02 2.839945401982052697e+00
1.680333606672133442e+02 2.996326968943598068e+00
1.680433608672173591e+02 2.792667970549703504e+00
1.680533610672213456e+02 2.803354241187156148e+00
1.680633612672253605e+02 2.806603234887607101e+00
1.680733614672293470e+02 2.924034228582118367e+00
